source,target,earlier_block,later_block,earlier_n_docs,later_n_docs,earlier_total_docs,later_total_docs,earlier_share,later_share,share_delta,share_delta_abs,new_in_later_block,disappeared_in_later_block,p_value_fisher,q_value,exploratory_signal
clinical_study,quality_assurance,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_study,regulatory_guideline,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,computerized_system,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,computerized_systems_validation,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,corrective_preventive_action,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,corrective_preventive_action,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,critical_to_quality,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,governance_traceability,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,governance_traceability,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,interpretability,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,outlier_detection,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,outlier_detection,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,oversight,2015-2019,2020-2023,2,3,4,6,0.5,0.5,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,predictive_modeling,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,quality_assurance,2020-2023,2024-current,2,1,6,3,0.3333333333333333,0.3333333333333333,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,quality_by_design,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,quality_by_design,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,quality_risk_assessment,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,quality_tolerance_limit,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,quality_tolerance_limit,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,regulatory_guideline,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,remote_auditing,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,risk_based_monitoring,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,roles_responsibilities,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,roles_responsibilities,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,site_monitoring,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,source_data_verification,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,source_data_verification,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,sponsor_oversight,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,statistical_modeling,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
clinical_trial,technical_support,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
computerized_system,computerized_systems_validation,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
computerized_system,critical_to_quality,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
computerized_system,data_quality,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
computerized_system,governance,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
computerized_system,risk_based_monitoring,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
computerized_systems_validation,critical_to_quality,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
computerized_systems_validation,data_quality,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
computerized_systems_validation,governance,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
computerized_systems_validation,risk_based_monitoring,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
corrective_preventive_action,data_integrity,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
corrective_preventive_action,data_integrity,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
corrective_preventive_action,data_quality,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
corrective_preventive_action,data_quality,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
corrective_preventive_action,oversight,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
corrective_preventive_action,oversight,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
corrective_preventive_action,quality_assurance,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
corrective_preventive_action,quality_assurance,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
corrective_preventive_action,roles_responsibilities,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
corrective_preventive_action,roles_responsibilities,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
critical_to_quality,data_quality,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
critical_to_quality,governance,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
critical_to_quality,risk_based_monitoring,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,data_quality,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,data_quality,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,governance,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,governance_traceability,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,governance_traceability,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,interpretability,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,outlier_detection,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,outlier_detection,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,predictive_modeling,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,quality_assurance,2020-2023,2024-current,2,1,6,3,0.3333333333333333,0.3333333333333333,0.0,0.0,False,False,1.0,1.0,False
data_integrity,quality_by_design,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,quality_by_design,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,quality_risk_assessment,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,quality_tolerance_limit,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,quality_tolerance_limit,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,regulatory_guideline,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,remote_auditing,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,risk_based_monitoring,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,risk_based_monitoring,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,roles_responsibilities,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,roles_responsibilities,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,site_monitoring,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,source_data_verification,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,source_data_verification,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,sponsor_oversight,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_integrity,statistical_modeling,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_quality,governance,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_quality,oversight,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_quality,oversight,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_quality,quality_assurance,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_quality,quality_assurance,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_quality,risk_based_monitoring,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_quality,roles_responsibilities,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
data_quality,roles_responsibilities,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
governance,risk_based_monitoring,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
governance_traceability,quality_by_design,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
governance_traceability,quality_by_design,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
interpretability,quality_assurance,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
interpretability,quality_risk_assessment,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
interpretability,remote_auditing,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
interpretability,sponsor_oversight,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
interpretability,statistical_modeling,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
machine_learning,oversight,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
machine_learning,predictive_modeling,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
machine_learning,quality_assurance,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
machine_learning,quality_assurance,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
machine_learning,quality_tolerance_limit,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
machine_learning,quality_tolerance_limit,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
machine_learning,regulatory_guideline,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
machine_learning,risk_based_monitoring,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
machine_learning,risk_based_monitoring,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
machine_learning,site_monitoring,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
machine_learning,site_monitoring,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
machine_learning,source_data_verification,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
machine_learning,source_data_verification,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
outlier_detection,risk_based_monitoring,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
outlier_detection,risk_based_monitoring,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
oversight,predictive_modeling,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
oversight,quality_assurance,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
oversight,regulatory_guideline,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
oversight,roles_responsibilities,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
oversight,roles_responsibilities,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
oversight,site_monitoring,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
oversight,technical_support,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
predictive_modeling,regulatory_guideline,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_assurance,quality_risk_assessment,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_assurance,quality_tolerance_limit,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_assurance,quality_tolerance_limit,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_assurance,regulatory_guideline,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_assurance,remote_auditing,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_assurance,risk_based_monitoring,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_assurance,risk_based_monitoring,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_assurance,roles_responsibilities,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_assurance,roles_responsibilities,2020-2023,2024-current,0,0,6,3,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_assurance,site_monitoring,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_assurance,site_monitoring,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_assurance,source_data_verification,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_assurance,source_data_verification,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_assurance,sponsor_oversight,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_assurance,statistical_modeling,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_risk_assessment,remote_auditing,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_risk_assessment,sponsor_oversight,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_risk_assessment,statistical_modeling,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_tolerance_limit,risk_based_monitoring,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_tolerance_limit,risk_based_monitoring,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_tolerance_limit,site_monitoring,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_tolerance_limit,site_monitoring,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_tolerance_limit,source_data_verification,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
quality_tolerance_limit,source_data_verification,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
remote_auditing,statistical_modeling,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
risk_based_monitoring,site_monitoring,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
risk_based_monitoring,site_monitoring,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
risk_based_monitoring,source_data_verification,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
risk_based_monitoring,source_data_verification,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
site_monitoring,source_data_verification,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
site_monitoring,source_data_verification,2015-2019,2020-2023,0,0,4,6,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
sponsor_oversight,statistical_modeling,Before 2015,2015-2019,0,0,1,4,0.0,0.0,0.0,0.0,False,False,1.0,1.0,False
